"TCGA-A3-3320-01A-02R-1325-07"	"TCGA-A3-3323-01A-02R-1325-07"	"TCGA-A3-3326-01A-01R-0864-07"	"TCGA-A3-A6NJ-01A-12R-A33J-07"	"TCGA-A3-A8OU-01A-11R-A37O-07"	"TCGA-AS-3778-01A-01R-A32Z-07"	"TCGA-B0-5690-01A-11R-1541-07"	"TCGA-B4-5834-01A-11R-1672-07"	"TCGA-B4-5844-01A-11R-1672-07"	"TCGA-B8-A54K-01A-11R-A33J-07"	"TCGA-BP-4165-01A-02R-1289-07"	"TCGA-CW-6093-01A-11R-1672-07"	"TCGA-EU-5904-01A-11R-1672-07"	"TCGA-T7-A92I-01A-11R-A37O-07"
"SDHAP3|728609"	547.8192	631.8072	512.3513	429.3717	500.2032	668.3151	394.1959	183.2132	188.5279	685.7015	435.6393	121.865	248.6525	133.4131
"SDHA|6389"	3625.2322	2329.6386	3195.7914	3163.2653	3454.6932	4088.6613	3396.2112	3199.566	2993.8229	5791.9606	3912.7419	2424.4373	3135.4653	3346.9937
"SDHB|6390"	1321.773	1097.3494	1296.4318	1362.545	1415.6847	1366.6549	1365.1753	1328.0632	1329.8757	1078.9385	1958.3739	1141.4791	1320.1581	652.7071
"SDHC|6391"	2545.8728	1662.6506	2086.9167	2006.4026	2075.9854	2270.929	1579.605	1919.2436	2323.4177	2011.8688	1814.1623	1690.0322	1891.484	5033.2037
"SDHD|6392"	2412.4569	1828.4337	1784.0805	1959.984	2067.4523	2261.745	2243.4502	2181.8182	2205.3993	2357.1828	2319.9045	1912.2186	2001.4373	3658.3907
"SDK1|221935"	121.3837	656.8675	202.1958	219.6879	507.9236	587.7782	68.5208	344.726	141.773	339.9395	176.7594	626.3666	305.0665	1087.945
"SDK2|54549"	11.3244	13.494	104.3001	46.0184	34.5388	15.8954	6.449	13.9502	3.3935	25.0812	23.0338	15.4341	6.8272	24.5289
"SDPR|8436"	3642.2189	2256.3855	5126.258	4476.1905	3087.3629	3811.0208	4970.9794	10108.6569	5032.5635	3673.4968	1879.2578	2566.5595	14049.9461	1485.4921
"SDR16C5|195814"	0.7078	0	0	0.4002	0.8127	1.4129	0	0	0.3771	0	1.5022	0	1.7966	0.5983
"SDR39U1|56948"	561.2245	545.2386	617.054	516.4626	698.5697	826.9057	484.0064	384.5989	355.5485	1051.8016	1096.9247	339.8392	515.2605	787.8792
"SDR42E1|93517"	18.4022	124.3373	17.3833	6.8027	20.3169	212.9989	24.5869	89.5916	6.4099	175.1204	3.5051	31.8328	110.6719	181.5734
"SDR9C7|121214"	0	0	0	0	0	0	0	0	0	0	0	0	0.3593	0
"SDSL|113675"	112.5365	178.3133	223.2388	399.3597	301.9098	222.8894	92.3015	137.0224	97.6574	508.3417	186.2734	102.8939	133.3094	962.9076
"SDS|10993"	324.8695	121.9277	393.4126	505.002	60.1382	209.8199	74.5667	4.0301	15.8363	4.9267	24.536	26.6881	95.221	328.4475
"SEBOX|645832"	0	0	0.9149	0	0.4063	0	0	0	0	0.4479	0	0.3215	0	0
"SEC11A|23478"	1645.9347	2157.1084	1925.892	1669.0676	2022.3486	2102.7905	1776.2999	2169.728	1890.1806	2947.9342	2217.2538	2030.2251	1950.4132	1918.3368
"SEC11C|90701"	736.0878	667.9518	646.8435	1148.4594	784.6404	547.8629	451.8339	519.8791	663.6182	636.4349	895.3139	580.7074	743.8017	1090.9363
"SEC13|6396"	681.2351	863.6145	883.806	1024.4098	1093.0516	971.035	1441.7574	1044.7183	1099.1176	1077.147	1442.1163	948.2315	911.6062	1616.8112
"SEC14L1|6397"	5967.2653	6160.4819	7473.0101	8052.421	5155.6278	5454.2564	11459.4921	10590.0953	9994.2405	5819.2812	5593.208	9502.2508	9902.6231	1920.7299
"SEC14L2|23541"	423.6928	295.812	387.0631	372.617	374.3031	261.9357	242.7368	289.6815	300.4003	185.1304	331.5616	413.1447	178.3112	357.6069
"SEC14L3|266629"	0.7078	0	0.9149	0	0.8127	0	0.4031	0	0	0	0	0	0	0
"SEC14L4|284904"	19.4639	24.5783	30.1921	12.0048	36.5705	33.9103	6.0459	6.5101	5.6558	1.7915	27.5404	14.4695	6.1085	2.3931
"SEC14L5|9717"	6.0161	46.747	9.1491	4.8019	28.0374	11.6567	4.4337	3.1001	10.5576	19.7066	2.0029	2.2508	2.5153	1.1965
"SEC16A|9919"	2488.8968	2115.1807	1924.9771	2739.0956	2020.7233	2392.0876	2384.1193	2019.0653	2717.441	2247.0048	1824.6777	3355.627	2083.3633	2723.9007
"SEC16B|89866"	1433.6972	542.0289	957.9963	707.9072	1026.2617	751.9392	551.6002	335.5127	324.5244	190.2721	1047.6074	499.0322	455.875	793.3682
"SEC1|653677"	6.0161	14.0145	15.5535	0.4002	6.5014	14.8357	5.6469	5.2701	2.6394	28.6956	6.5196	4.1801	4.6712	1.7948
"SEC22A|26984"	323.454	232.2892	279.0485	307.3229	314.1	331.6849	314.7924	289.2351	300.1364	399.0595	305.4482	355.627	297.5207	259.3479
"SEC22B|9554"	1535.5215	1272.7711	1293.6871	1113.6455	1063.3889	1122.5715	1128.1741	1341.3935	1250.694	1117.0082	1351.4833	1198.3923	1199.0658	1270.4158
"SEC22C|9117"	387.8616	372.5301	318.3898	386.9548	378.3015	362.4161	470.3748	505.9289	502.2383	653.4543	365.5364	435.6913	486.8847	895.6028
"SEC23A|10484"	1381.934	1563.8554	1223.2388	1298.5194	915.8879	1891.911	2182.1846	1855.6925	2327.9424	822.3043	1025.5049	2244.373	1774.3442	996.1113
"SEC23B|10483"	1814.7394	1153.253	1244.2818	1900.7603	1833.8074	1492.4055	1135.4293	1469.1157	1605.5035	1543.8361	823.7088	1477.8135	1416.4571	5707.7475
"SEC23IP|11196"	920.8175	844.3373	688.0146	1028.0112	791.5482	785.2349	858.5248	927.8462	1088.9371	657.933	434.1371	1452.4116	893.9993	1545.3186
"SEC24A|10802"	1164.6466	775.4217	867.3376	1357.7431	670.8655	599.4348	868.6014	884.4455	1275.5797	425.0364	311.4571	1591.9614	1024.7934	1035.5968
"SEC24B|10427"	1656.1975	1578.7952	1225.0686	1016.0064	793.9862	1137.054	1042.3216	1478.1059	1338.9251	1568.4694	889.8058	1246.9453	1480.7761	1217.4693
"SEC24C|9632"	3266.7433	2718.5542	2711.8024	2760.7043	2746.0382	2510.7736	2581.2173	2398.512	2645.8004	2450.3415	2378.4904	2778.7781	2686.6691	3189.9491
"SEC24D|9871"	811.1121	848.6747	700.8234	731.4926	735.067	844.9311	1379.2825	979.6171	1068.9531	630.6125	487.7157	1062.0579	968.0201	693.09
"SEC31A|22872"	5850.061	4853.9759	5254.3458	4363.2533	4772.0439	5269.1628	5225.6509	5305.6684	5969.0381	3987.1862	5571.401	4849.1865	5076.166	5292.2525
"SEC31B|25956"	250.1672	353.147	287.9323	225.6583	284.9695	253.7054	73.2608	16.8922	31.6048	235.5974	274.8634	40.8232	37.7291	208.9859
"SEC61A1|29927"	6215.2314	5457.8072	5270.2745	7052.1168	7067.2735	5876.6054	7047.7187	5687.4897	6842.8799	4629.8556	5253.8751	5647.4244	6065.6594	7719.7069
"SEC61A2|55176"	109.8929	110.6458	71.9671	78.5834	101.2962	97.7181	65.4897	48.8073	79.3702	70.6886	118.9846	64.4952	63.065	154.4421
"SEC61B|10952"	891.4447	558.5542	785.9103	1398.1593	1088.1755	974.5673	1152.3579	858.405	1010.5095	759.6014	1973.396	798.3923	965.8642	1124.4391
"SEC61G|23480"	695.3906	736.8675	772.1866	1269.3077	1426.6558	942.7764	733.5752	942.1065	701.7008	977.2702	566.3311	1015.4341	909.0909	487.2869
"SEC62|7095"	5812.6161	3692.0482	3856.3586	3691.4766	3327.9155	3598.7284	5660.6207	6688.057	6501.9498	3660.5083	5045.4041	4855.627	5662.9536	5062.8178
"SEC63|11231"	1866.761	2200.9639	1832.5709	2144.8579	1867.9399	1652.7729	1626.3603	2533.3643	2520.9949	2053.9693	1563.2941	2464.3087	2435.8606	2741.2504
"SECISBP2L|9728"	3140.7591	2192.7711	1554.4373	1451.3806	1216.985	1540.4451	2066.5054	2376.5016	2772.1141	2311.9472	1002.9719	2284.2444	2476.1049	1982.6503
"SECISBP2|79048"	1742.5462	893.9759	1135.4071	1164.0656	947.5823	1078.4175	720.6771	905.5258	868.3595	1294.3679	751.1022	1340.1929	1148.0417	997.3078
"SECTM1|6398"	218.3491	284.3373	470.2653	1056.8227	234.0512	379.018	288.9964	217.6238	226.6105	82.8575	463.1797	127.6527	251.5271	42.4768
"SEH1L|81929"	946.6513	783.1325	832.5709	1034.4138	579.4393	677.8523	679.1616	803.8441	868.7365	530.7356	718.5545	1382.6367	793.3884	621.8965
"SEL1L2|80343"	0	0.4819	0	0	0	0.3532	0	0.62	0.3771	0.4479	0	0	0	0.2991
"SEL1L3|23231"	3950.4556	2999.5181	3252.516	4845.5382	3762.6981	2713.5288	1443.3696	2002.015	4516.3741	644.9446	1663.4411	2347.91	2168.5232	253.3652
"SEL1L|6400"	4015.925	4816.8675	3042.086	2885.5542	2631.857	2954.0798	3083.031	4233.1241	4784.0837	4691.9718	1950.8629	3852.7331	3984.549	3963.2067
"SELENBP1|8991"	343.6256	584.5783	600.183	690.2761	970.3373	579.3006	989.9234	662.1716	837.4409	250.3639	1101.6166	411.5756	486.8847	1775.6506
"SELE|6401"	37.1583	56.3855	47.5755	99.2397	67.0459	20.4875	279.7259	76.5713	115.002	41.2048	70.1029	178.135	511.678	14.9566
"SELK|58515"	331.2395	271.8072	327.5389	424.97	493.2954	292.4762	501.8138	439.2777	432.483	638.2264	774.6368	368.8103	471.0744	632.067
"SELL|6402"	153.9414	289.1566	365.9652	273.3093	100.772	125.7506	402.6602	192.5134	206.2495	32.2472	200.2939	279.7428	257.995	141.4897
"SELM|140606"	290.5423	284.8193	280.8783	696.6787	821.6172	864.0057	655.784	590.8703	301.2676	1724.7789	1474.6641	229.582	467.4811	320.0718
"SELO|83642"	365.2128	373.494	433.6688	472.589	626.5746	652.7729	327.6904	190.9633	264.3161	472.5115	567.3326	216.7203	377.2907	479.2103
"SELPLG|6404"	360.2583	789.8795	967.978	966.3866	627.7936	569.4101	779.5244	453.5379	479.992	128.9889	608.8936	376.8489	512.756	352.3781
"SELP|6403"	87.4104	443.3735	64.0439	238.8956	256.8062	246.556	233.3736	725.7227	371.0229	170.1937	115.6697	236.3344	478.2609	16.7514
"SELS|55829"	755.9055	447.7108	647.7585	1009.6038	842.7469	845.9908	746.8763	786.7938	809.1617	915.0151	882.7955	806.7524	961.9116	968.8902
"SELT|51714"	1672.4763	1437.1084	1505.9469	1657.463	1629.0126	1768.2798	1925.4333	1933.5038	2231.7932	1879.7447	1901.7909	1741.4791	2011.8577	2934.1908
"SELV|348303"	0.3539	0	0	0	0	0	0	0	0	0	0	0	0	0.8974
"SEMA3A|10371"	11.6783	37.5904	3.6597	14.8059	17.0662	14.4825	21.7654	63.2411	21.1151	9.4054	5.5081	28.2958	25.8714	2.3931
"SEMA3B|7869"	125.2765	552.2892	150.9607	170.8683	226.7371	625.574	343.813	50.8409	57.3125	2256.8581	161.7373	79.0997	49.5868	200.7179
"SEMA3C|10512"	61.5766	627.9518	155.5352	207.2829	550.5892	270.929	71.7453	205.8436	66.7389	451.4612	112.1646	314.4695	306.8631	13.1618
"SEMA3D|223117"	873.3964	10.1205	189.387	318.5274	11.7838	115.8601	91.4954	65.4111	75.0341	5.8224	87.1279	214.1479	217.3913	5.0853
"SEMA3E|9723"	0.7078	0.9639	0	0	0	0.7065	0	0	0	0	0	0	0	1735.2677
"SEMA3F|6405"	2769.5302	3906.0241	2166.5142	2689.4758	4126.3714	3396.6796	5940.3466	3649.0739	4656.6389	3587.5042	4059.958	2946.9453	3821.4157	130.1226
"SEMA3G|56920"	546.0497	948.4337	759.3779	1464.5858	728.1593	1496.9975	1069.3269	863.0551	1360.0402	1074.0119	767.6265	1287.7814	1229.9677	142.6862
"SEMA4A|64218"	300.8051	265.5422	798.7191	532.2129	285.6562	208.0537	273.68	163.3729	150.0682	785.1304	241.3542	258.1994	283.1477	985.3425
"SEMA4B|10509"	1063.4345	2918.5542	1401.6468	1991.9968	2797.2369	2556.3405	1108.424	1475.6258	2249.1377	5249.5801	1347.4774	2036.9775	1938.1962	765.4801
"SEMA4C|54910"	885.4286	1033.7349	1596.5233	2059.6238	2092.2389	1285.0583	2735.9936	1023.6379	1254.8416	1185.9814	1288.8914	1187.1383	1530.3629	480.706
"SEMA4D|10507"	1577.6343	1326.2651	1912.1683	1667.0668	1854.5307	1684.5638	889.5607	1072.3088	1412.4509	1678.1995	1474.1633	985.8521	1425.4402	1619.5034
"SEMA4F|10505"	135.1853	283.3735	154.6203	163.6655	309.6302	244.4366	132.6078	150.0426	203.2331	594.3343	148.7182	185.209	197.2691	282.082
"SEMA4G|57715"	703.615	881.547	993.1839	397.8832	597.6798	655.0618	410.8626	177.3138	350.3942	532.4017	456.545	381.6881	280.1473	625.9976
"SEMA5A|9037"	3470.9369	1299.759	1002.7447	442.1769	628.6063	1265.2773	1935.5099	2817.0193	2081.725	1246.445	1780.1123	1271.3826	2171.0384	59.2282
"SEMA5B|54437"	3073.5203	4315.6627	5018.2983	4076.0304	7267.7773	6848.8167	3038.291	2999.6125	4209.0737	6993.1699	3924.2588	4007.3955	3391.6637	44.2716
"SEMA6A|57556"	5938.9543	1064.0964	2868.2525	2505.002	1921.1703	2017.3084	1970.5764	2305.2003	2478.0106	1275.557	2775.5732	2008.3601	2799.1376	51.1517
"SEMA6B|10501"	491.5509	889.1566	421.7749	947.1789	1038.6022	882.727	2964.1274	1589.0878	1171.1352	627.4773	1060.0556	1133.119	1279.9138	59.2282
"SEMA6C|10500"	322.3923	601.4458	377.8591	252.9012	313.2873	418.58	633.6155	320.8556	288.8247	370.3953	502.237	348.8746	406.7553	106.4912
"SEMA6D|80031"	221.888	191.3253	197.6212	62.8251	122.7143	67.1141	685.6106	268.1547	443.7947	2156.9813	136.1999	454.6624	181.0995	3409.5124
"SEMA7A|8482"	83.8715	104.0964	111.6194	80.4322	123.9334	102.4373	222.0879	91.1416	71.2635	77.4829	111.6639	101.2862	125.0449	47.5621
"SEMG1|6406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEMG2|6407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SENP1|29843"	415.4649	401.9277	292.7722	326.9308	266.152	266.337	451.0278	419.4373	420.0401	323.368	286.9211	590.0322	376.2127	299.4316
"SENP2|59343"	950.1902	585.0602	634.9497	773.9096	553.4336	572.5892	499.3954	584.3602	585.1906	598.8131	366.5379	858.8424	711.8218	483.099
"SENP3|26168"	781.3996	666.1976	768.8564	963.9336	1037.6148	758.6365	787.4365	751.447	768.4849	722.6022	863.7976	883.627	627.3805	983.6045
"SENP5|205564"	873.3964	726.2651	690.7594	634.2537	587.566	544.3306	702.1362	498.4887	596.8793	611.3537	679.9979	907.074	501.2576	785.522
"SENP6|26054"	2103.5123	1769.6386	1516.011	1560.2241	1363.6733	1296.7149	1350.6651	1365.5739	1598.7165	1798.2309	1169.2158	1883.2797	1766.4391	1944.0622
"SENP7|57337"	528.0014	676.6265	696.2489	440.5762	442.503	518.5447	582.4264	504.0688	622.5191	987.5714	473.6951	475.2412	712.8997	374.5139
"SENP8|123228"	133.4159	102.6506	126.258	70.028	69.0776	93.2533	51.9952	114.082	63.7224	103.012	125.1837	36.0129	88.0345	126.2339
"SEP15|9403"	2489.6045	2343.1325	2125.3431	2561.0244	2491.2637	2731.5436	2648.9319	2973.882	3014.938	2951.5172	3224.2316	2593.5691	2754.9407	1658.0915
"SEPHS1|22929"	727.5944	728.1928	642.269	1031.6126	1075.579	1261.0385	993.551	881.3454	1134.5608	946.3666	912.8396	1045.3376	797.341	1309.9013
"SEPHS2|22928"	3150.3141	1561.9277	2366.8801	2120.4482	2234.0512	2856.5878	2391.3744	2880.2604	2950.0844	1098.6452	3472.596	1626.6881	1899.0298	7305.4143
"SEPN1|57190"	1931.8765	3141.6867	1869.1674	2165.2661	2778.5453	3223.2427	4784.7642	3635.1236	4517.1282	2712.7981	2106.5914	3690.3537	2900.1078	1798.3847
"SEPP1|6414"	15403.0364	18144.0193	13618.4446	12718.2953	7590.191	16868.2303	8524.9133	13260.6774	10843.3927	7715.4943	7013.5123	10288.746	18859.2382	7953.4251
"SEPSECS|51091"	1103.4239	1069.8795	1067.7036	529.4118	446.1601	962.9106	514.3087	739.9829	556.5343	526.2569	583.8568	518.9711	642.8315	475.0224
"SEPT10|151011"	2418.1191	1694.4578	2071.3632	1831.5326	1265.3393	1709.9965	2061.2656	2753.4682	2582.455	1255.8504	1278.376	2811.5756	2162.774	1159.7368
"SEPT11|55752"	4259.4002	3306.988	3038.4263	3282.9132	4430.7192	3039.2088	4115.6792	4292.0251	4442.0941	2241.6303	2470.1249	4669.7749	3450.2336	2635.3575
"SEPT12|124404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEPT14|346288"	0.7078	1.9277	0	0	0	0	0	0	0	0	0	0	0	0
"SEPT1|1731"	93.0726	165.3012	286.3678	375.7503	229.9878	172.7305	121.322	96.1017	48.2631	107.4908	304.4468	50.4823	111.0313	110.0808
"SEPT2|4735"	7274.5289	6668.9157	7555.3522	7388.9556	7483.1369	7782.409	9338.1701	10039.5257	10184.2766	7507.334	6992.2611	8646.3023	8087.3158	13568.3518
"SEPT3|55964"	8.1394	17.3494	26.5325	8.4034	6.5014	11.3034	2.8214	4.9601	3.0164	57.7763	3.5051	2.2508	4.6712	17.948
"SEPT4|5414"	389.985	1102.6506	628.5453	653.4614	921.1703	507.9477	1177.3478	919.7861	780.5055	720.636	1398.5524	665.5949	818.9005	110.9782
"SEPT5|5413"	323.454	837.1084	237.8774	190.076	811.8651	373.0131	696.4933	451.9879	222.84	563.4307	862.2654	278.135	567.7327	130.7209
"SEPT6|23157"	669.9106	1005.7831	757.548	793.1172	650.1422	470.5051	516.3241	602.3405	596.8793	974.135	679.4972	374.5981	508.4441	1055.6386
"SEPT7L|285961"	0.3539	0	0	0.4002	1.6254	0.3532	0	0	0	1.7915	0.5007	0.3215	0.7186	2.6922
"SEPT7P2|641977"	178.7136	173.012	142.7264	95.2381	145.4693	170.6111	93.9137	79.3614	110.8544	129.4368	158.7329	120.5788	88.7531	151.0619
"SEPT7|989"	3316.6416	3349.8795	2860.0183	2594.2377	2835.4328	3137.4073	4867.7952	4986.7473	4833.478	3097.5255	3675.8944	4754.3408	4145.5264	2806.7604
"SEPT8|23176"	2247.7855	2393.7253	2419.0393	1709.992	2387.3547	2044.7298	2470.528	2066.7225	1912.0046	1368.5948	1796.0607	2116.6881	1507.2799	1521.9922
"SEPT9|10801"	4396.355	9103.6145	8378.774	6301.7207	8951.2393	7966.0897	8187.8275	6838.4097	5871.5126	8085.5447	6437.9477	4859.8071	5976.6439	1408.0168
"SEPW1|6415"	2113.7751	2088.6747	1978.957	2048.8195	2059.7318	3068.1738	3147.5212	3308.3779	3878.0187	2882.9918	6367.8448	2031.1897	4647.862	1217.4693
"SEPX1|51734"	877.997	571.0843	1514.1812	1318.9276	1280.7802	859.4136	950.0202	805.3941	708.8649	178.7034	1651.9242	658.5209	414.3011	396.6497
"SERAC1|84947"	89.8876	196.1446	134.4922	109.6439	99.1467	149.7704	113.2608	119.0421	165.1504	146.4562	133.1955	172.9904	163.4926	294.3464
"SERBP1|26135"	4437.0521	5292.0482	4800.5489	4716.2865	4195.0427	4732.9566	5082.2249	6284.74	5090.253	6019.9306	3842.6391	6264.6302	5046.3529	1866.5869
"SERF1A|8293"	215.8719	187.4699	289.1125	193.6775	417.7164	291.4165	457.4768	188.4833	319.3662	198.8579	553.8127	522.508	274.5239	446.6048
"SERF2|10169"	3352.763	3770.4482	4801.8847	6225.8984	8154.0431	6375.6976	6625.6509	4926.5907	4910.0053	6142.47	11218.6233	4180.3376	4948.8897	7320.5833
"SERGEF|26297"	242.7674	393.7349	309.2406	459.3838	470.9468	401.6249	301.8944	390.9168	298.6282	529.392	451.6628	300.3215	313.6903	381.394
"SERHL2|253190"	21.8101	24.9976	11.3541	8.4234	13.3767	29.6644	22.0314	18.7553	8.0954	33.255	15.5879	8.0386	8.6669	38.6868
"SERHL|94009"	46.7133	40.9639	39.3413	108.0432	77.2044	92.9	46.3523	62.0011	105.5756	134.3635	77.1132	218.6495	64.6784	86.7484
"SERINC1|57515"	7206.5823	8224.5783	8393.4126	8274.91	6916.2942	9216.5313	8669.8912	12714.8725	12224.9025	9469.0404	7263.6594	9630.5466	12459.9353	11792.7012
"SERINC2|347735"	964.3457	4133.012	2975.2973	2659.4638	4053.2304	6570.1166	2219.6695	1724.2502	1174.1517	1467.2489	2584.2924	3828.9389	1145.1671	459.4675
"SERINC3|10955"	3078.1209	3240.4819	2531.5645	2058.4234	2035.7578	2547.1565	3431.6808	4140.4325	3401.0431	2822.5283	1472.1604	3211.254	3909.0909	1565.6596
"SERINC4|619189"	13.7769	7.6819	23.3669	6.9108	23.2832	12.2995	3.6759	0.6355	0.7692	4.6579	10.5755	2.6206	2.1775	6.3865
"SERINC5|256987"	176.9442	160	107.9597	70.4282	64.2015	86.8951	118.9037	163.6829	176.8392	123.6144	19.0279	209.6463	159.8994	162.1298
"SERP1|27230"	2978.1191	2086.2361	1881.9671	3641.5286	2659.2401	2547.591	2885.8323	2581.6694	2639.5262	3032.6503	2107.7932	2582.2412	2510.9055	2462.0162
"SERP2|387923"	52.0216	33.253	76.8527	69.2277	104.4291	109.1487	147.1181	86.1815	55.4272	85.0969	124.1822	50.1608	85.5192	72.6892
"SERPINA10|51156"	0.3539	0	0	0.4002	2.438	0.3532	0.4031	0.31	2.6394	0	1.5022	0	0	4.1879
"SERPINA11|256394"	0	0	0.9149	0	0	0.3532	0	0.31	0	0	0.5007	0	0	0
"SERPINA12|145264"	0	0.4819	0	0	0	0.3532	0	0	0	0	0	0	1.078	0
"SERPINA13|388007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SERPINA1|5265"	9355.7463	46196.1446	24124.4282	20877.9512	29375.0508	21408.6895	13658.2023	6140.2775	4479.4227	1118.3518	16520.7442	7711.254	6690.2623	1064.6126
"SERPINA3|12"	26.5416	56.3855	25.6176	3.2013	178.3828	27.5521	2.4184	0.93	1.8853	2473.6312	192.7829	15.7556	9.7018	77.1762
"SERPINA4|5267"	0	3.8554	0.9149	0	3.657	4.592	0.8061	0	0	104.8035	0	0.6431	0	0
"SERPINA5|5104"	1.7694	44.8193	24.7027	3.6014	28.8501	38.1491	10.4796	8.0601	3.0164	593.4386	49.5727	14.1479	24.7934	94.825
"SERPINA6|866"	102.2737	86.2651	86.0018	368.1473	677.7733	376.1922	545.3446	60.1411	1186.2175	6.7182	1467.153	100	238.9508	2708.3458
"SERPINA7|6906"	2.8311	0.9639	1.8298	1.6006	3.2507	3.5323	5.6429	1.86	4.1476	0	2.5037	1.2862	6.8272	2.0939
"SERPINA9|327657"	0	1.9277	0	0	0.4063	0	0	0	0	0	0	0	0.3593	0
"SERPINB10|5273"	0	0	0	0	0.4063	0	0	0	0	0	0	0.3215	0	0
"SERPINB11|89778"	0	0	0	0	0	0	0.4031	0	0	0	0	0	0	0
"SERPINB12|89777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SERPINB13|5275"	0.7078	2.4096	0	0	0	0	0	0	0	0	0.5007	0	0	0
"SERPINB1|1992"	845.4393	2095.9036	1371.4547	1605.8423	1030.4754	1470.8584	1070.9391	1360.6138	1335.9086	776.1729	1027.5079	1324.7588	1081.5667	934.49
"SERPINB2|5055"	0.7078	0	0	0.8003	0	1.0597	0	0	0	0	0	0.9646	1.078	0.2991
"SERPINB3|6317"	0	0	0	1.2005	0	0	0	0	0	0	1.0015	0	0	21.2205
"SERPINB4|6318"	0	0	0	0.4002	0	0	0.4031	0	0	0	0	0.3215	0	1.5136
"SERPINB5|5268"	0	0.4819	0	2.8011	0	0	0	0.31	0	0	0	0	1.4373	3.5896
"SERPINB6|5269"	2775.1924	3526.747	2923.1473	3460.9844	3511.987	3341.9286	3112.4547	3787.6463	3481.356	2687.7169	5089.9695	3323.4727	3922.0266	1969.7876
"SERPINB7|8710"	3.185	1.4458	0.9149	7.603	3.657	1.7662	1.6123	4.0301	3.0164	0	4.0059	3.2154	2.1559	0
"SERPINB8|5271"	180.4831	401.4458	180.2379	273.3093	198.6997	286.8244	276.5014	167.7129	225.4794	209.607	110.1617	513.5048	182.5368	104.3972
"SERPINB9|5272"	545.3419	1044.8193	948.7649	573.0292	481.9179	627.6934	1032.6481	648.5313	1057.2644	346.2098	563.8274	650.4823	501.617	511.8157
"SERPINC1|462"	0.3539	3.3735	0	6.8027	1.219	1.0597	0.8061	0.93	0.3771	55.9848	1.0015	1.6077	0.3593	8.3757
"SERPIND1|3053"	1.0617	0.9639	0.9149	0.4002	1.219	1.4129	2.8214	0.62	2.6394	10.3012	3.0044	0.9646	0.7186	0.5983
"SERPINE1|5054"	5443.8645	4062.1687	2024.7027	4372.549	2542.4624	5581.42	2471.181	9924.5137	3692.1302	1396.932	2190.7149	2655.3055	28689.1843	500.4487
"SERPINE2|5270"	2520.3928	6503.6145	722.7813	4335.7343	5529.4596	862.2395	2050.786	1354.4137	2060.2328	281.7154	1293.3981	2402.8939	1754.5814	3191.4448
"SERPINE3|647174"	0.7078	0.4819	2.0311	0	1.219	0	0.4031	0	0.3771	1.7915	1.1617	0.3215	0.3593	0
"SERPINF1|5176"	399.5399	650.1205	1041.1711	518.6074	1014.6282	403.391	112.4547	93.9316	87.4769	82.4096	114.6683	51.1254	241.466	1527.0715
"SERPINF2|5345"	3475.5375	4864.5783	3184.8124	3733.0932	6110.5242	2517.485	2883.9178	1095.5592	3111.0872	381.5922	3048.9744	982.6367	1260.8696	195.0344
"SERPING1|710"	4510.6609	16535.4217	8752.9735	12839.936	12067.0459	24871.0703	3870.2136	10095.3267	2234.0555	8326.9511	17511.1977	2040.1929	8929.9317	6677.8343
"SERPINH1|871"	2261.7004	4229.8795	2523.3303	2506.2025	6817.9602	5270.5758	10394.599	4759.5133	5783.6586	3580.3381	8672.2265	6222.508	3796.9817	2521.0888
"SERPINI1|5274"	784.2166	530.1205	299.1766	362.1449	293.3767	345.1077	701.3301	571.34	1132.2985	1050.7222	892.3095	243.0868	945.3827	801.376
"SERPINI2|5276"	0.3539	1.4458	0	0	0.4063	0	0	0	0	0.4479	0	0	0	0.2991
"SERTAD1|29950"	583.5619	175.9036	228.7283	1806.7227	1620.4795	506.5348	667.8759	366.1164	528.6322	262.0087	558.3193	1975.5627	1365.433	344.6007
"SERTAD2|9792"	2144.2095	1435.6627	1411.7109	1920.3681	1294.1894	920.876	1064.0871	1153.2202	1579.1096	1022.5059	991.455	1995.4984	1339.9209	599.7607
"SERTAD3|29946"	592.0552	199.5181	230.5581	741.8968	1064.6079	272.6952	601.7735	400.217	448.3193	240.9585	624.4163	522.1865	961.9116	483.9964
"SERTAD4|56256"	85.2871	120.4819	13.7237	16.4066	76.798	74.1787	80.2096	108.1919	113.1167	180.047	43.0632	97.7492	48.1495	37.9898
"SESN1|27244"	405.556	1344.5783	804.2086	487.395	705.4043	846.6973	425.6348	1304.8128	640.6178	1138.0584	660.4692	671.3826	1145.8857	1553.096
"SESN2|83667"	532.2481	502.6506	346.7521	500.2001	677.3669	522.7835	484.8851	381.9267	610.8304	233.7924	546.3017	662.701	394.5383	761.8905
"SESN3|143686"	171.282	332.5301	16.4684	33.6134	65.0142	90.4274	156.3886	105.4018	168.921	49.7145	24.536	61.0932	118.9364	601.2564
"SESTD1|91404"	1645.9347	653.9759	1091.4913	1411.3645	1085.3312	950.1943	1275.6953	1173.6805	1618.3234	1038.1816	890.8073	1520.5788	1455.6234	500.1496
